disease_name	disease_id	1049-953_cmpd_diff	1150-1049_cmpd_diff	1250-1150_cmpd_diff	1350-1250_cmpd_diff	1450-1350_cmpd_diff	1550-1450_cmpd_diff	1650-1550_cmpd_diff	1750-1650_cmpd_diff	1852-1750_cmpd_diff	1950-1852_cmpd_diff	2050-1950_cmpd_diff	2150-2050_cmpd_diff	2250-2150_cmpd_diff	2294-2250_cmpd_diff	1049-953_top10_diff	1150-1049_top10_diff	1250-1150_top10_diff	1350-1250_top10_diff	1450-1350_top10_diff	1550-1450_top10_diff	1650-1550_top10_diff	1750-1650_top10_diff	1852-1750_top10_diff	1950-1852_top10_diff	2050-1950_top10_diff	2150-2050_top10_diff	2250-2150_top10_diff	2294-2250_top10_diff
Bone Marrow Neoplasms	MESH:D019046					1	0	0	3	0	1	0	0	1	0					0	0	0	0	0	0	0	0	0	0
Vasculitis, Leukocytoclastic, Cutaneous	MESH:D018366		0	1	0	1	0	0	3	0	0	1	0	0	0		0	-33.4	0	8.4	-25	0	-7.2	0	0	-5.3	0	0	0
Neuroectodermal Tumors, Primitive, Peripheral	MESH:D018241						0	0	4	0	1	0	0	1	0						0	0	33.3	0	-4.8	0	0	-3.5	0
Ciliophora Infections	MESH:D016770	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lymphoma, T-Cell, Cutaneous	MESH:D016410						1	0	1	1	1	0	1	1	0						0	0	0	0	0	0	0	0	0
Leukemia, Myelomonocytic, Chronic	MESH:D015477			0	1	0	2	0	0	0	1	0	1	1	0			0	0	0	0	0	0	0	0	0	0	25	0
Leprosy, Lepromatous	MESH:D015440		1	0	0	1	1	0	1	1	0	1	0	0	0		0	0	0	25	-25	0	0	0	0	0	0	0	0
Discitis	MESH:D015299	0	0	0	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	16.6	0	0	-2.4	-14.2	0	0	0	0
Xerostomia	MESH:D014987		0	1	0	1	1	0	1	0	2	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Wolff-Parkinson-White Syndrome	MESH:D014927	0	1	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trigeminal Neuralgia	MESH:D014277				1	2	1	0	1	0	1	0	0	0	0				0	0	33.3	0	9.5	0	-5.3	0	0	0	0
Toxoplasmosis	MESH:D014123			1	0	1	0	1	1	0	1	0	1	0	0			0	0	0	0	0	33.3	0	-4.8	0	-3.5	0	0
Tetanus	MESH:D013742					1	1	2	2	0	0	0	0	0	0					0	0	16.6	20.9	0	0	0	0	0	0
Shock, Cardiogenic	MESH:D012770						0	2	1	2	1	0	0	0	0						0	75	-15	25.7	-10.7	0	0	0	0
Rhabdomyolysis	MESH:D012206		0	1	0	1	1	1	1	1	0	0	0	0	0		0	0	0	0	40	-6.7	-4.8	-3.5	0	0	0	0	0
Raynaud Disease	MESH:D011928			0	1	1	1	1	0	1	0	1	0	0	0			0	0	0	0	33.3	0	9.5	0	-5.3	0	0	0
Pregnancy Complications, Infectious	MESH:D011251					2	1	0	1	0	0	1	0	0	1					0	0	0	0	0	0	14.2	0	-14.2	0
Polycythemia Vera	MESH:D011087		1	1	0	0	0	0	1	1	2	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Pneumonia, Aspiration	MESH:D011015	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5
Pituitary Neoplasms	MESH:D010911			0	1	2	0	0	1	1	0	1	0	0	0			0	0	40	0	0	-6.7	9.5	0	-5.3	0	0	0
Osteolysis	MESH:D010014					0	0	1	2	1	1	1	0	0	0					0	0	66.6	-26.6	26.6	-9.5	-7.1	0	0	0
Endophthalmitis	MESH:D009877					1	2	1	1	1	0	0	0	0	0					0	40	-6.7	-4.8	9	0	0	0	0	-12.5
Wilms Tumor	MESH:D009396					1	0	0	1	1	1	0	0	2	0					0	0	0	0	0	33.3	0	0	-8.3	0
Nematode Infections	MESH:D009349	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	33.3	0	0	0	0	0	-4.8	-3.5	0
Mycosis Fungoides	MESH:D009182		1	0	0	0	0	0	1	1	1	1	0	1	0		0	0	0	0	0	0	0	20	-3.4	11.9	0	-3.5	0
Muscular Atrophy	MESH:D009133	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morphine Dependence	MESH:D009021	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5	0	0
Lupus Erythematosus, Cutaneous	MESH:D008178		0	0	0	1	0	1	2	0	0	1	0	1	0		0	0	0	33.3	-33.3	50	0	0	0	-7.2	0	-5.3	0
Leukemia, Plasma Cell	MESH:D007952			0	0	0	0	1	2	0	1	1	0	1	0			0	0	0	0	0	0	0	0	0	0	0	0
Joint Diseases	MESH:D007592			1	1	0	1	0	2	1	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Infertility, Female	MESH:D007247	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	25	-5	0	13.3	23.8	0	-7.1	-12.5	0	-12.5	0	0
Hypothyroidism	MESH:D007037	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
Hypopituitarism	MESH:D007018	0	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	28.5	-14.3	0	0	35.8	0	0	0
Hypocalcemia	MESH:D006996				0	3	1	0	1	0	0	1	0	0	0				0	0	33.3	0	-4.8	0	0	9	0	0	0
Disorders of Excessive Somnolence	MESH:D006970	1	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis, Chronic	MESH:D006521					1	1	0	1	1	0	0	1	0	0					25	-25	0	0	0	0	0	25	0	0
Eczema	MESH:D004485							0	0	3	0	0	0	0	1							0	0	7.1	0	0	0	0	-7.1
Dermatomyositis	MESH:D003882					2	1	0	3	0	0	0	0	0	0					25	-25	0	25	0	0	0	0	0	0
Dermatitis	MESH:D003872	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seizures, Febrile	MESH:D003294					0	0	2	2	0	0	0	0	0	0					0	0	50	37.5	0	0	0	0	0	0
Cerebellar Ataxia	MESH:D002524				1	2	1	1	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Cattle Diseases	MESH:D002418	1	0	1	0	2	0	0	0	0	0	0	0	0	0	-20	0	-13.4	0	-16.6	0	0	0	0	0	0	0	0	0
Blood Coagulation Disorders	MESH:D001778	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blister	MESH:D001768					2	1	2	0	0	0	0	0	1	0					75	5	-22.9	0	0	0	0	0	5.4	0
Atrophy	MESH:D001284	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Athetosis	MESH:D001264					1	1	3	0	0	0	0	1	0	0					0	0	28.5	0	0	0	0	-3.5	0	0
Arterial Occlusive Diseases	MESH:D001157			0	0	0	1	2	0	2	0	0	0	1	0			0	0	0	0	0	0	14.2	0	0	0	-1.7	0
Anemia, Sideroblastic	MESH:D000756				1	0	2	0	0	0	0	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Alopecia	MESH:D000505				1	1	1	0	0	1	0	2	0	0	0				0	0	0	0	0	0	0	12.5	0	0	0
Rhinitis, Allergic	MESH:D065631						2	1	0	0	0	2	0	0	0						25	-15	0	0	0	11.4	0	0	0
Angina, Stable	MESH:D060050	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	0	0	0
Binge-Eating Disorder	MESH:D056912										2	0	0	3	0										50	0	0	-21.5	0
Keratosis, Actinic	MESH:D055623					0	0	0	3	1	0	0	1	0	0					0	0	0	0	0	0	0	0	0	0
Venous Thromboembolism	MESH:D054556	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	33.3	0	0	-4.8	0
Pyomyositis	MESH:D052880						3	0	1	0	0	0	1	0	0						20	0	13.3	0	0	0	-4.8	0	0
Prenatal Injuries	MESH:D049188				0	0	1	0	0	0	0	0	1	1	0				0	0	0	0	0	0	0	0	0	14.2	0
Hepatic Insufficiency	MESH:D048550					0	1	0	1	0	1	1	0	1	0					0	0	0	0	0	0	0	0	0	0
Moraxellaceae Infections	MESH:D045828			1	0	0	1	1	0	1	1	0	0	0	0			-33.4	0	0	8.4	5	0	20	-14.3	0	0	0	0
Tauopathies	MESH:D024801			2	0	0	2	1	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Epidural Abscess	MESH:D020802	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Migraine without Aura	MESH:D020326					0	0	1	0	2	0	1	0	0	0					0	0	0	0	16.6	0	26.2	-14.3	0	0
Mercury Poisoning, Nervous System	MESH:D020262	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsenic Poisoning	MESH:D020261				0	2	1	0	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Dermatitis, Irritant	MESH:D017453					2	1	0	0	0	0	1	0	0	0					46.7	3.3	0	0	0	0	-11.9	0	0	0
Neisseriaceae Infections	MESH:D016870			1	0	0	0	0	1	1	1	0	0	0	0			-16.6	0	0	0	0	-10	26.6	-9.5	0	0	0	0
Embolism and Thrombosis	MESH:D016769	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	-33.4	0	0	0	0	0	0	-16.6	0	-16.7	9.5	0
Death, Sudden, Cardiac	MESH:D016757	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Purpura, Thrombocytopenic, Idiopathic	MESH:D016553						1	0	2	1	1	0	0	0	0						0	0	40	-6.7	-4.8	0	0	0	0
Peripheral Vascular Diseases	MESH:D016491	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	-16.7	-8.3	0	0	0	0	-5	-5.8	0	0	-14.2	0
Ocular Motility Disorders	MESH:D015835						2	1	0	1	0	1	0	0	0						0	40	0	26.6	0	-9.5	0	0	0
Mammary Neoplasms, Animal	MESH:D015674	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leukemia, T-Cell	MESH:D015458			0	0	0	0	0	1	0	1	0	1	1	1			0	0	0	0	0	0	0	0	0	0	0	0
Osteoarthritis, Hip	MESH:D015207			1	2	2	0	0	0	0	0	0	0	0	0			66.6	-6.6	11.4	-14.3	0	0	0	0	0	0	0	0
Uterine Hemorrhage	MESH:D014592	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urethritis	MESH:D014526				0	0	3	1	0	1	0	0	0	0	0				0	0	80	-13.4	0	-9.5	0	0	0	0	0
Tonsillitis	MESH:D014069	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	50	-10	0	-6.7	0	0	23.8	-14.3	-14.3	0	0
Tinea	MESH:D014005		0	0	2	0	0	1	0	0	1	1	0	0	0		0	0	0	0	0	40	0	0	-6.7	-4.8	0	0	0
Tachycardia, Sinus	MESH:D013616			1	1	0	1	0	1	1	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Soft Tissue Neoplasms	MESH:D012983					0	0	0	3	1	0	1	0	0	0					0	0	0	0	33.3	0	23.8	0	0	0
Sarcoma, Kaposi	MESH:D012514						0	0	0	0	1	2	2	0	0						0	0	0	0	0	0	28.5	0	0
Prostatitis	MESH:D011472				0	0	1	0	0	1	1	1	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Adenomatous Polyposis Coli	MESH:D011125	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	-25	50	0	0	0	-7.2	0	0	0	0
Pneumonia, Pneumococcal	MESH:D011018				0	0	1	0	1	1	2	0	0	0	0				0	0	0	0	25	-5	8.5	0	0	-14.3	0
Phlebitis	MESH:D010689			1	1	0	1	1	1	0	0	0	0	0	0			0	0	0	0	0	28.5	0	0	0	0	0	0
Pericarditis	MESH:D010493		0	0	0	2	1	1	0	1	0	0	0	0	0		0	0	0	50	-10	-6.7	0	-4.8	0	0	0	0	0
Pemphigus	MESH:D010392					1	1	0	2	0	0	0	0	0	0					25	35	0	-17.2	0	0	-14.3	0	0	0
Pancreatic Diseases	MESH:D010182	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pain, Intractable	MESH:D010148					1	0	1	3	0	0	0	0	0	0					0	0	50	-21.5	0	0	0	0	0	0
Nephrosis, Lipoid	MESH:D009402					1	0	0	2	1	0	0	0	1	0					33.3	-33.3	0	40	-6.7	0	0	0	-4.8	0
Narcolepsy	MESH:D009290					0	0	0	0	0	1	0	2	1	1					0	0	0	0	0	66.6	0	-6.6	-10	7.1
Muscle Spasticity	MESH:D009128				1	0	0	0	1	1	1	0	0	0	0				0	0	0	0	0	0	28.5	0	0	0	0
Mitral Valve Insufficiency	MESH:D008944					0	0	0	0	2	2	1	0	0	0					0	0	0	0	0	0	0	0	0	0
Mercury Poisoning	MESH:D008630	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	16.6	0	0	0	-2.4	0	0	0	0	0
Menorrhagia	MESH:D008595					1	1	0	2	1	0	0	0	0	0					0	50	0	-16.7	9.5	0	0	0	0	0
Meningoencephalitis	MESH:D008590					0	1	0	2	0	1	0	0	1	0					0	0	0	0	0	0	0	0	0	0
Leukemia L1210	MESH:D007939	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	66.6	-16.6	0	0	-10	-6.7	0	0	-4.8	0	0	0
Leprosy	MESH:D007918		1	0	0	0	0	1	1	1	0	1	0	0	0		-66.7	0	0	0	0	-8.3	-25	0	0	0	0	0	0
Inappropriate ADH Syndrome	MESH:D007177					3	0	0	2	0	0	0	0	0	0					40	0	0	-11.5	0	0	0	0	0	0
Hypogonadism	MESH:D007006					1	0	0	1	0	1	1	0	1	0					0	0	0	0	0	0	33.3	0	-4.8	0
Hypertension, Renovascular	MESH:D006978					0	1	0	1	1	1	0	0	0	0					0	0	0	0	33.3	-4.8	0	0	0	0
Hiccup	MESH:D006606				0	1	1	2	0	0	0	0	0	0	0				0	0	0	14.2	0	0	0	0	0	0	0
Helminthiasis	MESH:D006373		0	1	1	1	1	0	0	0	0	0	1	0	0		0	0	0	0	16.6	-16.6	0	0	0	0	0	0	0
Heart Defects, Congenital	MESH:D006330				0	2	1	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Graves Disease	MESH:D006111		0	1	0	1	1	1	1	0	0	0	0	0	0		0	0	0	25	-25	0	0	0	0	0	0	0	0
Goiter	MESH:D006042				0	2	0	1	2	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Gas Poisoning	MESH:D005739						2	1	0	1	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Fetal Diseases	MESH:D005315			0	0	1	0	1	1	2	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Enuresis	MESH:D004775				1	1	2	0	0	0	0	0	1	0	0				0	-25	-8.4	0	0	0	0	0	-9.5	0	0
Enteritis	MESH:D004751	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	40	0	-11.5	0	0	0	0
Endometrial Hyperplasia	MESH:D004714		0	1	0	0	1	2	0	0	1	0	0	0	0		0	33.3	0	0	-8.3	-8.4	0	0	-2.4	0	0	0	0
Encephalitis	MESH:D004660						1	1	0	0	0	1	1	0	0						50	-10	0	0	0	-6.7	-4.8	0	0
Dysarthria	MESH:D004401				2	1	1	1	0	0	0	0	0	0	0				0	0	0	28.5	0	0	0	0	0	0	0
Diabetes Insipidus	MESH:D003919		0	0	3	1	0	0	0	0	0	0	0	0	0		0	0	16.7	-7.2	0	0	0	0	0	0	0	0	0
Dermatitis, Contact	MESH:D003877	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Common Cold	MESH:D003139			1	2	1	0	0	0	0	0	1	0	0	0			0	40	-6.7	0	0	0	0	0	23.8	0	0	0
Cluster Headache	MESH:D003027					3	0	2	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Candidiasis, Vulvovaginal	MESH:D002181					0	2	1	0	1	0	0	0	0	0					0	0	33.3	0	-4.8	0	0	0	0	0
Bronchial Diseases	MESH:D001982			0	0	0	1	1	0	2	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Aortic Diseases	MESH:D001018				1	0	0	0	0	0	2	1	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Agoraphobia	MESH:D000379				2	0	1	1	0	0	0	0	0	0	1				-25	0	5	-13.4	0	0	0	0	0	0	-9.5
Pelvic Inflammatory Disease	MESH:D000292							0	1	2	0	0	1	0	1							0	0	0	0	0	16.6	0	11.9
Carcinoma, Ovarian Epithelial	MESH:D000077216			1	1	0	1	0	1	0	0	0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Vascular Remodeling	MESH:D066253						1	0	1	1	0	0	1	0	0						0	0	0	0	0	0	0	0	0
Vascular Calcification	MESH:D061205	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3	0	0	0
Lethargy	MESH:D053609		0	0	0	0	0	1	0	1	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Nocturia	MESH:D053158					2	0	0	0	1	0	0	0	0	1					25	0	0	0	-5	0	0	0	0	-3.4
Severe Acute Respiratory Syndrome	MESH:D045169	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coronary Restenosis	MESH:D023903								0	2	0	1	0	1	0								0	0	0	0	0	0	0
Photophobia	MESH:D020795					0	0	1	0	1	0	0	1	0	0					0	0	0	0	20	0	0	13.3	0	0
Alcohol-Induced Disorders	MESH:D020751							1	0	1	0	1	1	0	0							0	0	0	0	0	33.3	0	0
Multiple Sclerosis, Relapsing-Remitting	MESH:D020529							0	2	0	0	1	1	0	0							0	0	0	0	0	0	0	0
Amnesia, Anterograde	MESH:D020324	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gait Disorders, Neurologic	MESH:D020233					0	0	1	2	0	0	0	1	0	0					0	0	0	0	0	0	0	33.3	0	0
Alcohol-Related Disorders	MESH:D019973	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tension-Type Headache	MESH:D018781					0	1	1	1	0	0	0	0	0	1					0	0	0	0	0	0	0	0	0	0
Carcinoma, Small Cell	MESH:D018288						0	0	2	0	1	0	0	1	0						0	0	50	0	30	0	0	-13.4	0
Carcinoma, Large Cell	MESH:D018287			1	0	0	0	0	2	1	0	0	0	0	0			0	0	0	0	0	40	10	-16.7	0	0	0	0
Fibromatosis, Aggressive	MESH:D018222						1	0	1	0	0	0	0	2	0						0	0	0	0	0	0	0	0	0
Lung Diseases, Interstitial	MESH:D017563								3	1	0	0	0	0	0								40	-6.7	0	0	0	0	0
Acneiform Eruptions	MESH:D017486				0	2	1	1	0	0	0	0	0	0	0				0	0	40	-6.7	0	0	0	0	0	0	0
Hypertrophy, Right Ventricular	MESH:D017380						0	0	2	0	1	0	1	0	0						0	0	0	0	0	0	16.6	0	0
Meningitis, Cryptococcal	MESH:D016919					0	1	1	0	1	0	0	0	0	0					0	0	40	0	-6.7	0	0	0	0	0
Antiphospholipid Syndrome	MESH:D016736				0	0	0	1	2	0	0	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Vestibular Diseases	MESH:D015837	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glaucoma, Angle-Closure	MESH:D015812						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Leukemia-Lymphoma, Adult T-Cell	MESH:D015459						0	1	1	0	0	1	0	1	0						0	0	0	0	0	0	0	0	0
Glomerulonephritis, Membranous	MESH:D015433									1	0	1	0	1	0									0	0	0	0	0	0
Warts	MESH:D014860				1	0	0	0	1	0	1	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Vitiligo	MESH:D014820										0	0	0	1	0										0	0	0	30	0
Tuberculosis, Spinal	MESH:D014399			0	1	0	0	0	0	2	0	0	0	1	0			0	0	0	0	0	0	20	0	0	0	-3.4	0
Trypanosomiasis, African	MESH:D014353	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torticollis	MESH:D014103							1	0	1	0	0	1	0	0							50	0	-10	0	0	-6.7	0	0
Tongue Neoplasms	MESH:D014062									1	0	1	1	1	0									0	0	0	0	33.3	0
Tinnitus	MESH:D014012					0	3	0	0	0	1	0	0	0	0					0	40	0	0	0	-23.4	0	0	0	0
Onychomycosis	MESH:D014009					0	1	1	0	0	0	0	0	0	0					0	0	33.3	0	0	0	0	0	0	0
Thrombophlebitis	MESH:D013924			0	1	0	1	1	0	0	0	0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Teratoma	MESH:D013724									0	1	1	1	1	0									0	0	0	0	0	0
Sarcoma, Synovial	MESH:D013584					1	0	0	1	0	1	0	1	0	0					-33.4	0	0	-16.6	0	-10	0	-6.7	0	0
Stevens-Johnson Syndrome	MESH:D013262	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	20	-20	0	0	0	0	0	0	0	0
Staphylococcal Skin Infections	MESH:D013207		0	0	0	0	1	0	0	1	1	0	1	0	0		0	0	0	0	0	0	0	0	0	0	33.3	0	0
Skin Diseases, Infectious	MESH:D012874			1	1	0	0	0	1	0	0	0	1	0	0			0	50	0	0	0	-10	0	0	0	-6.7	0	0
Sialorrhea	MESH:D012798	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	26.6	0
Schizophrenia, Catatonic	MESH:D012560						2	2	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Sarcoidosis	MESH:D012507						0	1	1	1	0	1	0	0	0						-50	0	50	-10	0	-6.7	0	0	0
Retinal Degeneration	MESH:D012162	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Respiratory Sounds	MESH:D012135						1	0	3	0	0	0	0	0	0						-33.4	0	-16.6	0	0	0	0	0	0
Respiratory Distress Syndrome, Newborn	MESH:D012127							2	1	0	0	0	0	0	0							-26.6	-6.7	0	0	0	0	0	0
Respiration Disorders	MESH:D012120						2	1	0	1	0	0	0	0	0						0	0	0	33.3	0	0	0	0	0
Rectal Neoplasms	MESH:D012004						0	0	2	1	0	0	1	0	0						0	0	0	0	0	0	16.6	0	0
Pseudotumor Cerebri	MESH:D011559					2	1	1	0	0	0	0	0	0	0					0	20	-3.4	0	0	0	-16.6	0	0	0
Priapism	MESH:D011317	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-20	3.3	0	0	0	0	0	0	0
Polyneuropathies	MESH:D011115						0	1	1	0	0	0	0	2	0						0	0	0	0	0	0	0	0	0
Pleural Effusion	MESH:D010996		0	0	1	1	1	0	1	0	0	0	0	0	0		0	0	0	25	35	0	6.6	0	0	-16.6	0	0	0
Placenta Diseases	MESH:D010922			3	0	0	0	0	0	0	0	0	0	1	0			20	0	0	0	0	0	0	-20	0	0	0	0
Lice Infestations	MESH:D010373	1	1	0	0	0	0	0	1	0	0	1	0	0	0	-33.4	-16.6	0	0	0	0	0	-10	0	0	-6.7	0	0	0
Optic Neuritis	MESH:D009902		0	0	0	1	0	0	2	0	0	1	0	0	0		0	0	0	16.6	-33.3	0	26.7	0	0	-10	0	0	0
Oligodendroglioma	MESH:D009837											2	0	1	0											0	0	0	0
Nephrosclerosis	MESH:D009400				1	1	0	0	0	0	1	1	0	0	0				0	25	0	0	0	0	-5	-3.4	0	0	0
Neoplasms, Germ Cell and Embryonal	MESH:D009373						0	0	1	0	0	1	2	0	0						0	0	0	0	0	0	0	0	0
Waldenstrom Macroglobulinemia	MESH:D008258						1	0	1	0	1	1	0	0	0						0	0	0	0	40	-6.7	0	0	0
Liver Abscess, Amebic	MESH:D008101	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	-16.6	0	-10	0	-6.7	0	0	0	0	0	0	0
Leukocytosis	MESH:D007964			1	0	1	0	0	1	1	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Leishmaniasis, Mucocutaneous	MESH:D007897	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lead Poisoning	MESH:D007855				1	1	0	0	1	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Intestinal Diseases, Parasitic	MESH:D007411	1	0	0	1	1	0	0	0	0	0	0	0	0	0	-8.3	0	0	-5	-3.4	-16.6	0	0	0	0	0	0	0	0
Immune System Diseases	MESH:D007154	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyperlipidemia, Familial Combined	MESH:D006950					1	0	0	2	0	0	0	1	0	0					66.6	0	0	-6.6	0	-20	0	-6.7	0	0
Horse Diseases	MESH:D006734	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granuloma	MESH:D006099			1	0	1	1	0	0	1	0	0	0	0	0			0	0	0	40	0	0	-6.7	0	0	0	0	0
Glomerulonephritis, IGA	MESH:D005922					1	0	1	0	1	1	0	0	0	0					33.3	-33.3	0	0	0	33.3	0	0	0	0
Gastroenteritis	MESH:D005759					2	0	1	0	0	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Gallbladder Diseases	MESH:D005705	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fetal Growth Retardation	MESH:D005317				0	1	0	1	0	1	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Fanconi Syndrome	MESH:D005198						0	1	1	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0
Dirofilariasis	MESH:D004184				1	0	0	0	0	0	1	0	1	1	0				0	0	0	0	0	0	0	0	0	0	0
Deglutition Disorders	MESH:D003680				1	0	3	0	0	0	0	0	0	0	0				0	0	16.6	0	0	0	0	0	0	0	0
Coronary Thrombosis	MESH:D003328				0	0	0	2	0	1	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Corneal Diseases	MESH:D003316				0	0	1	1	0	2	0	0	0	0	0				0	0	0	0	0	33.3	0	0	0	0	0
Cleft Palate	MESH:D002972				0	1	1	0	0	0	0	0	0	0	0				0	-35	-6.7	0	0	0	0	0	0	0	0
Cholestasis, Intrahepatic	MESH:D002780					2	0	1	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Chlamydia Infections	MESH:D002690				0	1	2	0	0	1	0	0	0	0	0				0	0	80	-20	0	23.3	0	-16.7	0	0	0
Developmental Disabilities	MESH:D002658				0	0	0	0	0	2	0	1	0	0	1				0	0	0	0	0	0	0	0	0	0	0
