disease_name	disease_id	953_cmpds	1049_cmpds	1150_cmpds	1250_cmpds	1350_cmpds	1450_cmpds	1550_cmpds	1650_cmpds	1750_cmpds	1852_cmpds	1950_cmpds	2050_cmpds	2150_cmpds	2250_cmpds	2294_cmpds	953_top10	1049_top10	1150_top10	1250_top10	1350_top10	1450_top10	1550_top10	1650_top10	1750_top10	1852_top10	1950_top10	2050_top10	2150_top10	2250_top10	2294_top10
Leiomyosarcoma	MESH:D007890			2	2	3	4	4	4	6	7	8	8	8	9	9			0	0	0	0	0	0	0	28.5	50	50	50	44.4	44.4
Jaundice	MESH:D007565		2	2	2	3	3	5	6	6	7	9	9	9	9	9		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyperprolactinemia	MESH:D006966					2	2	2	3	5	7	7	8	9	9	9					0	0	0	0	20	14.2	14.2	12.5	11.1	11.1	11.1
Esophagitis	MESH:D004941				2	3	3	5	6	6	7	9	9	9	9	9				100	100	100	60	50	50	42.8	55.5	55.5	55.5	55.5	55.5
Epilepsy, Generalized	MESH:D004829		2	2	3	6	6	6	7	8	8	8	9	9	9	9		0	0	0	0	0	0	0	12.5	12.5	12.5	33.3	33.3	33.3	33.3
Bronchopulmonary Dysplasia	MESH:D001997					2	2	5	6	7	8	9	9	9	9	9					0	0	60	50	57.1	75	66.6	66.6	66.6	66.6	66.6
Bronchial Spasm	MESH:D001986	2	2	4	4	5	6	7	8	9	9	9	9	9	9	9	0	0	0	0	0	33.3	28.5	37.5	55.5	55.5	55.5	55.5	55.5	55.5	55.5
Bone Diseases	MESH:D001847				2	4	4	4	5	8	8	8	9	9	9	9				0	0	0	0	0	25	25	25	33.3	33.3	33.3	33.3
Autonomic Nervous System Diseases	MESH:D001342	2	2	2	3	3	5	5	6	7	7	8	9	9	9	9	50	50	50	33.3	33.3	20	20	16.6	14.2	14.2	12.5	11.1	11.1	11.1	11.1
Anemia, Hemolytic, Autoimmune	MESH:D000744		2	2	3	5	6	6	6	7	9	9	9	9	9	9		0	0	0	0	16.6	0	0	0	0	0	0	0	0	0
Amyloidosis	MESH:D000686								6	7	7	7	7	7	9	9								0	0	0	0	0	0	0	0
Alcohol Withdrawal Delirium	MESH:D000430		2	2	5	6	6	8	8	9	9	9	9	9	9	9		0	0	0	0	0	37.5	37.5	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Acidosis	MESH:D000138				2	2	3	4	6	7	7	8	9	9	9	9				0	0	0	0	33.3	28.5	28.5	25	22.2	22.2	22.2	22.2
Dystonic Disorders	MESH:D020821					2	3	6	8	8	8	8	8	8	8	8					0	0	33.3	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5
Neurogenic Inflammation	MESH:D020078	3	3	3	3	3	3	3	4	5	5	6	6	6	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motor Skills Disorders	MESH:D019957	3	3	3	3	5	5	5	5	5	6	6	7	8	8	8	0	0	0	0	40	40	40	40	40	33.3	33.3	42.8	37.5	37.5	37.5
Bone Marrow Neoplasms	MESH:D019046					2	3	3	3	6	6	7	7	7	8	8					0	0	0	0	0	0	0	0	0	0	0
Vasculitis, Leukocytoclastic, Cutaneous	MESH:D018366		2	2	3	3	4	4	4	7	7	7	8	8	8	8		100	100	66.6	66.6	75	50	50	42.8	42.8	42.8	37.5	37.5	37.5	37.5
Neuroectodermal Tumors, Primitive, Peripheral	MESH:D018241						2	2	2	6	6	7	7	7	8	8						0	0	0	33.3	33.3	28.5	28.5	28.5	25	25
Ciliophora Infections	MESH:D016770	3	3	3	5	5	5	5	6	6	6	7	7	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lymphoma, T-Cell, Cutaneous	MESH:D016410						2	3	3	4	5	6	6	7	8	8						0	0	0	0	0	0	0	0	0	0
Leukemia, Myelomonocytic, Chronic	MESH:D015477			2	2	3	3	5	5	5	5	6	6	7	8	8			0	0	0	0	0	0	0	0	0	0	0	25	25
Leprosy, Lepromatous	MESH:D015440		2	3	3	3	4	5	5	6	7	7	8	8	8	8		0	0	0	0	25	0	0	0	0	0	0	0	0	0
Discitis	MESH:D015299	2	2	2	2	3	3	6	6	6	7	7	7	8	8	8	0	0	0	0	0	0	16.6	16.6	16.6	14.2	0	0	0	0	0
Xerostomia	MESH:D014987		2	2	3	3	4	5	5	6	6	8	8	8	8	8		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolff-Parkinson-White Syndrome	MESH:D014927	2	2	3	3	3	3	3	5	6	7	7	7	7	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trigeminal Neuralgia	MESH:D014277				2	3	5	6	6	7	7	8	8	8	8	8				0	0	0	33.3	33.3	42.8	42.8	37.5	37.5	37.5	37.5	37.5
Toxoplasmosis	MESH:D014123			2	3	3	4	4	5	6	6	7	7	8	8	8			0	0	0	0	0	0	33.3	33.3	28.5	28.5	25	25	25
Tetanus	MESH:D013742					2	3	4	6	8	8	8	8	8	8	8					0	0	0	16.6	37.5	37.5	37.5	37.5	37.5	37.5	37.5
Shock, Cardiogenic	MESH:D012770						2	2	4	5	7	8	8	8	8	8						0	0	75	60	85.7	75	75	75	75	75
Rhabdomyolysis	MESH:D012206		2	2	3	3	4	5	6	7	8	8	8	8	8	8		0	0	0	0	0	40	33.3	28.5	25	25	25	25	25	25
Raynaud Disease	MESH:D011928			2	2	3	4	5	6	6	7	7	8	8	8	8			0	0	0	0	0	33.3	33.3	42.8	42.8	37.5	37.5	37.5	37.5
Pregnancy Complications, Infectious	MESH:D011251					2	4	5	5	6	6	6	7	7	7	8					0	0	0	0	0	0	0	14.2	14.2	0	0
Polycythemia Vera	MESH:D011087		2	3	4	4	4	4	4	5	6	8	8	8	8	8		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pneumonia, Aspiration	MESH:D011015	4	4	4	4	4	4	6	6	6	6	7	7	7	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5
Pituitary Neoplasms	MESH:D010911			2	2	3	5	5	5	6	7	7	8	8	8	8			0	0	0	40	40	40	33.3	42.8	42.8	37.5	37.5	37.5	37.5
Osteolysis	MESH:D010014					2	2	2	3	5	6	7	8	8	8	8					0	0	0	66.6	40	66.6	57.1	50	50	50	50
Endophthalmitis	MESH:D009877					2	3	5	6	7	8	8	8	8	8	8					0	0	40	33.3	28.5	37.5	37.5	37.5	37.5	37.5	25
Wilms Tumor	MESH:D009396					2	3	3	3	4	5	6	6	6	8	8					0	0	0	0	0	0	33.3	33.3	33.3	25	25
Nematode Infections	MESH:D009349	2	3	3	4	5	5	6	6	6	6	6	6	7	8	8	0	0	0	0	0	0	33.3	33.3	33.3	33.3	33.3	33.3	28.5	25	25
Mycosis Fungoides	MESH:D009182		2	3	3	3	3	3	3	4	5	6	7	7	8	8		0	0	0	0	0	0	0	0	20	16.6	28.5	28.5	25	25
Muscular Atrophy	MESH:D009133	2	2	3	4	5	5	5	5	6	6	6	7	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morphine Dependence	MESH:D009021	3	3	3	3	3	3	3	5	5	6	7	7	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	37.5	37.5	37.5
Lupus Erythematosus, Cutaneous	MESH:D008178		2	2	2	2	3	3	4	6	6	6	7	7	8	8		0	0	0	0	33.3	0	50	50	50	50	42.8	42.8	37.5	37.5
Leukemia, Plasma Cell	MESH:D007952			2	2	2	2	2	3	5	5	6	7	7	8	8			0	0	0	0	0	0	0	0	0	0	0	0	0
Joint Diseases	MESH:D007592			2	3	4	4	5	5	7	8	8	8	8	8	8			0	0	0	0	0	0	0	0	0	0	0	0	0
Infertility, Female	MESH:D007247	2	3	3	4	5	5	6	7	7	8	8	8	8	8	8	0	0	0	25	20	20	33.3	57.1	57.1	50	37.5	37.5	25	25	25
Hypothyroidism	MESH:D007037	3	3	4	4	6	7	7	7	7	7	7	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	25	25	25	25
Hypopituitarism	MESH:D007018	2	2	2	2	4	5	6	7	7	7	7	8	8	8	8	0	0	0	0	0	0	0	28.5	14.2	14.2	14.2	50	50	50	50
Hypocalcemia	MESH:D006996				2	2	5	6	6	7	7	7	8	8	8	8				0	0	0	33.3	33.3	28.5	28.5	28.5	37.5	37.5	37.5	37.5
Disorders of Excessive Somnolence	MESH:D006970	2	3	3	3	4	4	5	5	5	6	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis, Chronic	MESH:D006521					3	4	5	5	6	7	7	7	8	8	8					0	25	0	0	0	0	0	0	25	25	25
Eczema	MESH:D004485							4	4	4	7	7	7	7	7	8							50	50	50	57.1	57.1	57.1	57.1	57.1	50
Dermatomyositis	MESH:D003882					2	4	5	5	8	8	8	8	8	8	8					0	25	0	0	25	25	25	25	25	25	25
Dermatitis	MESH:D003872	2	2	2	2	2	3	4	6	7	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seizures, Febrile	MESH:D003294					4	4	4	6	8	8	8	8	8	8	8					0	0	0	50	87.5	87.5	87.5	87.5	87.5	87.5	87.5
Cerebellar Ataxia	MESH:D002524				3	4	6	7	8	8	8	8	8	8	8	8				0	0	0	0	0	0	0	0	0	0	0	0
Cattle Diseases	MESH:D002418	4	5	5	6	6	8	8	8	8	8	8	8	8	8	8	100	80	80	66.6	66.6	50	50	50	50	50	50	50	50	50	50
Blood Coagulation Disorders	MESH:D001778	3	3	3	3	3	4	4	5	5	6	6	6	6	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blister	MESH:D001768					2	4	5	7	7	7	7	7	7	8	8					0	75	80	57.1	57.1	57.1	57.1	57.1	57.1	62.5	62.5
Atrophy	MESH:D001284	4	4	4	6	6	6	6	6	6	7	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Athetosis	MESH:D001264					2	3	4	7	7	7	7	7	8	8	8					0	0	0	28.5	28.5	28.5	28.5	28.5	25	25	25
Arterial Occlusive Diseases	MESH:D001157			2	2	2	2	3	5	5	7	7	7	7	8	8			0	0	0	0	0	0	0	14.2	14.2	14.2	14.2	12.5	12.5
Anemia, Sideroblastic	MESH:D000756				4	5	5	7	7	7	7	7	8	8	8	8				0	0	0	0	0	0	0	0	0	0	0	0
Alopecia	MESH:D000505				2	3	4	5	5	5	6	6	8	8	8	8				0	0	0	0	0	0	0	0	12.5	12.5	12.5	12.5
Rhinitis, Allergic	MESH:D065631						2	4	5	5	5	5	7	7	7	7						50	75	60	60	60	60	71.4	71.4	71.4	71.4
Angina, Stable	MESH:D060050	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	42.8	42.8	42.8	42.8	42.8	42.8	42.8	42.8	42.8	42.8	42.8	42.8	42.8
Binge-Eating Disorder	MESH:D056912										2	4	4	4	7	7										0	50	50	50	28.5	28.5
Keratosis, Actinic	MESH:D055623					2	2	2	2	5	6	6	6	7	7	7					0	0	0	0	0	0	0	0	0	0	0
Venous Thromboembolism	MESH:D054556	2	2	2	3	3	3	3	4	4	4	6	6	6	7	7	0	0	0	0	0	0	0	0	0	0	33.3	33.3	33.3	28.5	28.5
Pyomyositis	MESH:D052880						2	5	5	6	6	6	6	7	7	7						0	20	20	33.3	33.3	33.3	33.3	28.5	28.5	28.5
Prenatal Injuries	MESH:D049188				4	4	4	5	5	5	5	5	5	6	7	7				0	0	0	0	0	0	0	0	0	0	14.2	14.2
Hepatic Insufficiency	MESH:D048550					2	2	3	3	4	4	5	6	6	7	7					0	0	0	0	0	0	0	0	0	0	0
Moraxellaceae Infections	MESH:D045828			2	3	3	3	4	5	5	6	7	7	7	7	7			100	66.6	66.6	66.6	75	80	80	100	85.7	85.7	85.7	85.7	85.7
Tauopathies	MESH:D024801			2	4	4	4	6	7	7	7	7	7	7	7	7			0	0	0	0	0	0	0	0	0	0	0	0	0
Epidural Abscess	MESH:D020802	2	2	2	3	3	3	5	5	5	5	6	6	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Migraine without Aura	MESH:D020326					3	3	3	4	4	6	6	7	7	7	7					0	0	0	0	0	16.6	16.6	42.8	28.5	28.5	28.5
Mercury Poisoning, Nervous System	MESH:D020262	3	3	3	3	3	3	3	3	3	5	5	6	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsenic Poisoning	MESH:D020261				3	3	5	6	6	7	7	7	7	7	7	7				0	0	0	0	0	0	0	0	0	0	0	0
Dermatitis, Irritant	MESH:D017453					3	5	6	6	6	6	6	7	7	7	7					33.3	80	83.3	83.3	83.3	83.3	83.3	71.4	71.4	71.4	71.4
Neisseriaceae Infections	MESH:D016870			3	4	4	4	4	4	5	6	7	7	7	7	7			66.6	50	50	50	50	50	40	66.6	57.1	57.1	57.1	57.1	57.1
Embolism and Thrombosis	MESH:D016769	2	2	2	3	3	3	3	3	3	3	4	4	6	7	7	100	100	100	66.6	66.6	66.6	66.6	66.6	66.6	66.6	50	50	33.3	42.8	42.8
Death, Sudden, Cardiac	MESH:D016757	2	2	2	2	2	3	4	6	6	7	7	7	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Purpura, Thrombocytopenic, Idiopathic	MESH:D016553						2	3	3	5	6	7	7	7	7	7						0	0	0	40	33.3	28.5	28.5	28.5	28.5	28.5
Peripheral Vascular Diseases	MESH:D016491	2	2	2	3	4	4	4	4	4	5	7	7	7	7	7	50	50	50	33.3	25	25	25	25	25	20	14.2	14.2	14.2	0	0
Ocular Motility Disorders	MESH:D015835						2	4	5	5	6	6	7	7	7	7						0	0	40	40	66.6	66.6	57.1	57.1	57.1	57.1
Mammary Neoplasms, Animal	MESH:D015674	2	2	2	3	4	5	6	6	6	6	6	6	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leukemia, T-Cell	MESH:D015458			2	2	2	2	2	2	3	3	4	4	5	6	7			0	0	0	0	0	0	0	0	0	0	0	0	0
Osteoarthritis, Hip	MESH:D015207			2	3	5	7	7	7	7	7	7	7	7	7	7			0	66.6	60	71.4	57.1	57.1	57.1	57.1	57.1	57.1	57.1	57.1	57.1
Uterine Hemorrhage	MESH:D014592	3	5	6	6	6	6	6	6	7	7	7	7	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urethritis	MESH:D014526				2	2	2	5	6	6	7	7	7	7	7	7				0	0	0	80	66.6	66.6	57.1	57.1	57.1	57.1	57.1	57.1
Tonsillitis	MESH:D014069	2	2	3	3	4	5	5	6	6	6	7	7	7	7	7	0	0	0	0	50	40	40	33.3	33.3	33.3	57.1	42.8	28.5	28.5	28.5
Tinea	MESH:D014005		2	2	2	4	4	4	5	5	5	6	7	7	7	7		0	0	0	0	0	0	40	40	40	33.3	28.5	28.5	28.5	28.5
Tachycardia, Sinus	MESH:D013616			2	3	4	4	5	5	6	7	7	7	7	7	7			0	0	0	0	0	0	0	0	0	0	0	0	0
Soft Tissue Neoplasms	MESH:D012983					2	2	2	2	5	6	6	7	7	7	7					0	0	0	0	0	33.3	33.3	57.1	57.1	57.1	57.1
Sarcoma, Kaposi	MESH:D012514						2	2	2	2	2	3	5	7	7	7						0	0	0	0	0	0	0	28.5	28.5	28.5
Prostatitis	MESH:D011472				2	2	2	3	3	3	4	5	6	7	7	7				0	0	0	0	0	0	0	0	0	0	0	0
Adenomatous Polyposis Coli	MESH:D011125	4	4	4	4	4	5	6	6	6	6	7	7	7	7	7	25	25	25	25	25	0	50	50	50	50	42.8	42.8	42.8	42.8	42.8
Pneumonia, Pneumococcal	MESH:D011018				2	2	2	3	3	4	5	7	7	7	7	7				0	0	0	0	0	25	20	28.5	28.5	28.5	14.2	14.2
Phlebitis	MESH:D010689			2	3	4	4	5	6	7	7	7	7	7	7	7			0	0	0	0	0	0	28.5	28.5	28.5	28.5	28.5	28.5	28.5
Pericarditis	MESH:D010493		2	2	2	2	4	5	6	6	7	7	7	7	7	7		0	0	0	0	50	40	33.3	33.3	28.5	28.5	28.5	28.5	28.5	28.5
Pemphigus	MESH:D010392					3	4	5	5	7	7	7	7	7	7	7					0	25	60	60	42.8	42.8	42.8	28.5	28.5	28.5	28.5
Pancreatic Diseases	MESH:D010182	2	2	2	2	2	3	3	3	4	5	5	6	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pain, Intractable	MESH:D010148					2	3	3	4	7	7	7	7	7	7	7					0	0	0	50	28.5	28.5	28.5	28.5	28.5	28.5	28.5
Nephrosis, Lipoid	MESH:D009402					2	3	3	3	5	6	6	6	6	7	7					0	33.3	0	0	40	33.3	33.3	33.3	33.3	28.5	28.5
Narcolepsy	MESH:D009290					2	2	2	2	2	2	3	3	5	6	7					0	0	0	0	0	0	66.6	66.6	60	50	57.1
Muscle Spasticity	MESH:D009128				3	4	4	4	4	5	6	7	7	7	7	7				0	0	0	0	0	0	0	28.5	28.5	28.5	28.5	28.5
Mitral Valve Insufficiency	MESH:D008944					2	2	2	2	2	4	6	7	7	7	7					0	0	0	0	0	0	0	0	0	0	0
Mercury Poisoning	MESH:D008630	2	2	2	3	3	6	6	6	6	7	7	7	7	7	7	0	0	0	0	0	16.6	16.6	16.6	16.6	14.2	14.2	14.2	14.2	14.2	14.2
Menorrhagia	MESH:D008595					2	3	4	4	6	7	7	7	7	7	7					0	0	50	50	33.3	42.8	42.8	42.8	42.8	42.8	42.8
Meningoencephalitis	MESH:D008590					2	2	3	3	5	5	6	6	6	7	7					0	0	0	0	0	0	0	0	0	0	0
Leukemia L1210	MESH:D007939	2	2	2	3	4	4	4	5	6	6	6	7	7	7	7	0	0	0	66.6	50	50	50	40	33.3	33.3	33.3	28.5	28.5	28.5	28.5
Leprosy	MESH:D007918		2	3	3	3	3	3	4	5	6	6	7	7	7	7		100	33.3	33.3	33.3	33.3	33.3	25	0	0	0	0	0	0	0
Inappropriate ADH Syndrome	MESH:D007177					2	5	5	5	7	7	7	7	7	7	7					0	40	40	40	28.5	28.5	28.5	28.5	28.5	28.5	28.5
Hypogonadism	MESH:D007006					2	3	3	3	4	4	5	6	6	7	7					0	0	0	0	0	0	0	33.3	33.3	28.5	28.5
Hypertension, Renovascular	MESH:D006978					3	3	4	4	5	6	7	7	7	7	7					0	0	0	0	0	33.3	28.5	28.5	28.5	28.5	28.5
Hiccup	MESH:D006606				3	3	4	5	7	7	7	7	7	7	7	7				0	0	0	0	14.2	14.2	14.2	14.2	14.2	14.2	14.2	14.2
Helminthiasis	MESH:D006373		2	2	3	4	5	6	6	6	6	6	6	7	7	7		0	0	0	0	0	16.6	0	0	0	0	0	0	0	0
Heart Defects, Congenital	MESH:D006330				4	4	6	7	7	7	7	7	7	7	7	7				0	0	0	0	0	0	0	0	0	0	0	0
Graves Disease	MESH:D006111		2	2	3	3	4	5	6	7	7	7	7	7	7	7		0	0	0	0	25	0	0	0	0	0	0	0	0	0
Goiter	MESH:D006042				2	2	4	4	5	7	7	7	7	7	7	7				0	0	0	0	0	0	0	0	0	0	0	0
Gas Poisoning	MESH:D005739						3	5	6	6	7	7	7	7	7	7						0	0	0	0	0	0	0	0	0	0
Fetal Diseases	MESH:D005315			2	2	2	3	3	4	5	7	7	7	7	7	7			0	0	0	0	0	0	0	0	0	0	0	0	0
Enuresis	MESH:D004775				2	3	4	6	6	6	6	6	6	7	7	7				100	100	75	66.6	66.6	66.6	66.6	66.6	66.6	57.1	57.1	57.1
Enteritis	MESH:D004751	3	3	3	3	3	3	3	3	5	5	7	7	7	7	7	0	0	0	0	0	0	0	0	40	40	28.5	28.5	28.5	28.5	28.5
Endometrial Hyperplasia	MESH:D004714		2	2	3	3	3	4	6	6	6	7	7	7	7	7		0	0	33.3	33.3	33.3	25	16.6	16.6	16.6	14.2	14.2	14.2	14.2	14.2
Encephalitis	MESH:D004660						3	4	5	5	5	5	6	7	7	7						0	50	40	40	40	40	33.3	28.5	28.5	28.5
Dysarthria	MESH:D004401				2	4	5	6	7	7	7	7	7	7	7	7				0	0	0	0	28.5	28.5	28.5	28.5	28.5	28.5	28.5	28.5
Diabetes Insipidus	MESH:D003919		3	3	3	6	7	7	7	7	7	7	7	7	7	7		33.3	33.3	33.3	50	42.8	42.8	42.8	42.8	42.8	42.8	42.8	42.8	42.8	42.8
Dermatitis, Contact	MESH:D003877	4	5	5	5	5	5	5	5	6	7	7	7	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Common Cold	MESH:D003139			2	3	5	6	6	6	6	6	6	7	7	7	7			0	0	40	33.3	33.3	33.3	33.3	33.3	33.3	57.1	57.1	57.1	57.1
Cluster Headache	MESH:D003027					2	5	5	7	7	7	7	7	7	7	7					0	0	0	0	0	0	0	0	0	0	0
Candidiasis, Vulvovaginal	MESH:D002181					3	3	5	6	6	7	7	7	7	7	7					0	0	0	33.3	33.3	28.5	28.5	28.5	28.5	28.5	28.5
Bronchial Diseases	MESH:D001982			3	3	3	3	4	5	5	7	7	7	7	7	7			0	0	0	0	0	0	0	0	0	0	0	0	0
Aortic Diseases	MESH:D001018				2	3	3	3	3	3	3	5	6	7	7	7				0	0	0	0	0	0	0	0	0	0	0	0
Agoraphobia	MESH:D000379				2	4	4	5	6	6	6	6	6	6	6	7				100	75	75	80	66.6	66.6	66.6	66.6	66.6	66.6	66.6	57.1
Pelvic Inflammatory Disease	MESH:D000292							2	2	3	5	5	5	6	6	7							0	0	0	0	0	0	16.6	16.6	28.5
Carcinoma, Ovarian Epithelial	MESH:D000077216			2	3	4	4	5	5	6	6	6	6	7	7	7			0	0	0	0	0	0	0	0	0	0	0	0	0
Vascular Remodeling	MESH:D066253						2	3	3	4	5	5	5	6	6	6						0	0	0	0	0	0	0	0	0	0
Vascular Calcification	MESH:D061205	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	33.3	33.3	33.3	33.3
Lethargy	MESH:D053609		3	3	3	3	3	3	4	4	5	6	6	6	6	6		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocturia	MESH:D053158					2	4	4	4	4	5	5	5	5	5	6					0	25	25	25	25	20	20	20	20	20	16.6
Severe Acute Respiratory Syndrome	MESH:D045169	2	2	2	2	2	2	3	4	5	5	5	5	5	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coronary Restenosis	MESH:D023903								2	2	4	4	5	5	6	6								0	0	0	0	0	0	0	0
Photophobia	MESH:D020795					3	3	3	4	4	5	5	5	6	6	6					0	0	0	0	0	20	20	20	33.3	33.3	33.3
Alcohol-Induced Disorders	MESH:D020751							2	3	3	4	4	5	6	6	6							0	0	0	0	0	0	33.3	33.3	33.3
Multiple Sclerosis, Relapsing-Remitting	MESH:D020529							2	2	4	4	4	5	6	6	6							0	0	0	0	0	0	0	0	0
Amnesia, Anterograde	MESH:D020324	3	3	4	4	5	5	5	5	5	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gait Disorders, Neurologic	MESH:D020233					2	2	2	3	5	5	5	5	6	6	6					0	0	0	0	0	0	0	0	33.3	33.3	33.3
Alcohol-Related Disorders	MESH:D019973	3	3	3	3	4	4	5	5	5	5	5	5	5	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tension-Type Headache	MESH:D018781					2	2	3	4	5	5	5	5	5	5	6					0	0	0	0	0	0	0	0	0	0	0
Carcinoma, Small Cell	MESH:D018288						2	2	2	4	4	5	5	5	6	6						0	0	0	50	50	80	80	80	66.6	66.6
Carcinoma, Large Cell	MESH:D018287			2	3	3	3	3	3	5	6	6	6	6	6	6			0	0	0	0	0	0	40	50	33.3	33.3	33.3	33.3	33.3
Fibromatosis, Aggressive	MESH:D018222						2	3	3	4	4	4	4	4	6	6						0	0	0	0	0	0	0	0	0	0
Lung Diseases, Interstitial	MESH:D017563								2	5	6	6	6	6	6	6								0	40	33.3	33.3	33.3	33.3	33.3	33.3
Acneiform Eruptions	MESH:D017486				2	2	4	5	6	6	6	6	6	6	6	6				0	0	0	40	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Hypertrophy, Right Ventricular	MESH:D017380						2	2	2	4	4	5	5	6	6	6						0	0	0	0	0	0	0	16.6	16.6	16.6
Meningitis, Cryptococcal	MESH:D016919					3	3	4	5	5	6	6	6	6	6	6					0	0	0	40	40	33.3	33.3	33.3	33.3	33.3	33.3
Antiphospholipid Syndrome	MESH:D016736				2	2	2	2	3	5	5	5	6	6	6	6				0	0	0	0	0	0	0	0	0	0	0	0
Vestibular Diseases	MESH:D015837	3	3	3	3	3	3	3	4	4	5	5	5	5	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glaucoma, Angle-Closure	MESH:D015812						6	6	6	6	6	6	6	6	6	6						66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6
Leukemia-Lymphoma, Adult T-Cell	MESH:D015459						2	2	3	4	4	4	5	5	6	6						0	0	0	0	0	0	0	0	0	0
Glomerulonephritis, Membranous	MESH:D015433									3	4	4	5	5	6	6									0	0	0	0	0	0	0
Warts	MESH:D014860				2	3	3	3	3	4	4	5	5	6	6	6				0	0	0	0	0	0	0	0	0	0	0	0
Vitiligo	MESH:D014820										5	5	5	5	6	6										20	20	20	20	50	50
Tuberculosis, Spinal	MESH:D014399			2	2	3	3	3	3	3	5	5	5	5	6	6			0	0	0	0	0	0	0	20	20	20	20	16.6	16.6
Trypanosomiasis, African	MESH:D014353	3	3	4	4	4	4	4	5	5	5	5	5	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torticollis	MESH:D014103							3	4	4	5	5	5	6	6	6							0	50	50	40	40	40	33.3	33.3	33.3
Tongue Neoplasms	MESH:D014062									2	3	3	4	5	6	6									0	0	0	0	0	33.3	33.3
Tinnitus	MESH:D014012					2	2	5	5	5	5	6	6	6	6	6					0	0	40	40	40	40	16.6	16.6	16.6	16.6	16.6
Onychomycosis	MESH:D014009					4	4	5	6	6	6	6	6	6	6	6					0	0	0	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Thrombophlebitis	MESH:D013924			2	2	3	3	4	5	5	5	5	5	6	6	6			0	0	0	0	0	0	0	0	0	0	0	0	0
Teratoma	MESH:D013724									2	2	3	4	5	6	6									0	0	0	0	0	0	0
Sarcoma, Synovial	MESH:D013584					2	3	3	3	4	4	5	5	6	6	6					100	66.6	66.6	66.6	50	50	40	40	33.3	33.3	33.3
Stevens-Johnson Syndrome	MESH:D013262	2	3	3	3	4	5	5	5	5	6	6	6	6	6	6	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
Staphylococcal Skin Infections	MESH:D013207		2	2	2	2	2	3	3	3	4	5	5	6	6	6		0	0	0	0	0	0	0	0	0	0	0	33.3	33.3	33.3
Skin Diseases, Infectious	MESH:D012874			2	3	4	4	4	4	5	5	5	5	6	6	6			0	0	50	50	50	50	40	40	40	40	33.3	33.3	33.3
Sialorrhea	MESH:D012798	2	2	2	2	3	3	5	5	5	5	5	5	5	6	6	0	0	0	0	0	0	40	40	40	40	40	40	40	66.6	66.6
Schizophrenia, Catatonic	MESH:D012560						2	4	6	6	6	6	6	6	6	6						0	0	0	0	0	0	0	0	0	0
Sarcoidosis	MESH:D012507						2	2	3	4	5	5	6	6	6	6						50	0	0	50	40	40	33.3	33.3	33.3	33.3
Retinal Degeneration	MESH:D012162	3	3	3	3	3	3	4	4	4	4	4	4	4	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Respiratory Sounds	MESH:D012135						2	3	3	6	6	6	6	6	6	6						100	66.6	66.6	50	50	50	50	50	50	50
